subject,item,accuracy,latency,length,frequency
36,node,0,508,4,7.72
36,noon,1,436,4,7.27
36,noun,1,586,4,6.27
36,nova,1,601,4,2.75
36,nucleus,1,581,7,6.7
36,nylon,1,523,5,6.94
36,ocean,1,421,5,20.23
36,octave,1,513,6,2.3
36,onslaught,1,572,9,3.18
36,onus,1,755,4,2.41
36,ordeal,1,589,6,6.06
36,ounce,1,472,5,3.38
36,oven,1,559,4,13.48
36,owl,1,378,3,11.51
36,ozone,1,556,5,12.85
36,paisley,0,637,7,6.98
36,pal,1,606,3,5.42
36,palace,1,611,6,50.26
36,palate,0,1351,6,1.56
36,pancreas,1,763,8,1.86
36,parcel,0,430,6,7.32
36,parquet,0,462,7,1.43
36,pastor,1,578,6,2.58
36,patten,1,431,6,8.76
36,pea,1,427,3,1.73
36,pear,1,560,4,2.31
36,peasant,1,813,7,16.45
36,peat,1,747,4,8.98
36,pebble,1,519,6,1.93
36,pelvis,1,536,6,2.02
36,penis,1,468,5,5.34
36,pep,1,598,3,2.13
36,peril,1,528,5,2.98
36,pest,1,476,4,4.85
36,petrol,1,450,6,23.68
36,pie,1,458,3,11.59
36,pier,1,1117,4,5.56
36,pigment,1,555,7,2.24
36,pilgrim,1,569,7,2.14
36,pill,1,586,4,5.98
36,pillar,1,662,6,4.88
36,piston,1,491,6,1.76
36,plaid,0,1022,5,1.14
36,planet,1,915,6,18.09
36,plasma,1,494,6,9.72
36,ploy,1,1595,4,2.97
36,poet,1,534,4,22.18
36,polo,1,476,4,5.65
36,poly,1,596,4,2.86
36,pomp,0,593,4,1.25
36,pore,1,462,4,2.72
36,prison,1,472,6,64.3
36,prose,0,469,5,9
36,proton,1,636,6,2.05
36,psyche,1,534,6,2.46
36,pudding,1,394,7,8.85
36,pursuit,1,621,7,12.85
36,quartz,1,508,6,2.52
36,quay,1,539,4,4.69
36,quota,1,619,5,8.48
36,relic,0,402,5,2
36,ribbon,1,1260,6,6.69
36,rice,1,406,4,17.06
36,rift,1,665,4,4.54
36,road,1,571,4,274.01
36,robin,1,700,5,21.27
36,rod,1,497,3,13.74
36,rota,1,496,4,1.66
36,rowan,0,535,5,1.43
36,rubble,1,935,6,4.22
36,rug,1,461,3,7.27
36,rugby,1,523,5,34.45
36,rune,0,938,4,3.59
36,sac,1,643,3,1.38
36,saga,1,475,4,4.24
36,sale,1,490,4,90.27
36,saloon,1,450,6,5.56
36,sash,1,486,4,1.81
36,savoy,1,569,5,3.51
36,scandal,1,503,7,14.73
36,scarf,1,616,5,5.6
36,scene,1,490,5,68.04
36,schema,0,897,6,2.78
36,sea,1,423,3,130.45
36,self,1,1628,4,36.78
36,sequel,1,596,6,2.63
36,sergeant,1,437,8,26.33
36,sermon,1,580,6,3.97
36,shah,0,926,4,10.89
36,sheen,1,550,5,2.24
36,sheet,1,476,5,42.23
36,shelf,1,469,5,14.21
36,sheriff,1,519,7,9.48
36,shire,1,801,5,2.81
36,shirt,1,512,5,28.03
36,sib,0,521,3,2.28
36,silt,1,468,4,1.78
36,siren,1,489,5,2.57
36,skill,1,380,5,35.09
36,skull,1,528,5,11.36
36,sleeve,1,685,6,9.59
36,slogan,1,501,6,4.73
36,slough,1,560,6,2.21
36,slovak,1,658,6,3.65
36,sofa,1,458,4,10.22
36,son,1,514,3,131.03
36,song,1,356,4,39.96
36,soup,1,467,4,13.53
36,source,1,514,6,90.88
36,soy,1,445,3,1.1
36,soya,1,520,4,1.24
36,spa,1,620,3,5.25
36,spectre,1,639,7,2.47
36,sphere,1,602,6,12.49
36,spine,1,427,5,9.81
36,spire,0,506,5,2.33
36,spleen,1,825,6,1.5
36,spouse,1,536,6,6.33
36,squad,1,527,5,25.48
36,squadron,1,712,8,12.66
36,stance,1,560,6,17.45
36,status,1,476,6,86.56
36,stave,1,808,5,1.58
36,steak,1,503,5,4.81
36,steed,1,800,5,1.59
36,stench,1,484,6,2.9
36,stigma,1,1077,6,2.76
36,stile,1,775,5,2.27
36,stool,1,499,5,8.64
36,street,1,474,6,196.14
36,stripe,1,384,6,1.87
36,stubble,1,805,7,2.06
36,success,1,625,7,134.03
36,suede,1,939,5,2.91
36,suite,1,465,5,14.8
36,surrey,0,575,6,16.23
36,synod,0,520,5,3.04
36,syrup,1,548,5,2.57
36,tab,1,553,3,3.22
36,tableau,1,506,7,2.04
36,tact,1,509,4,2.46
36,talent,1,444,6,20.95
36,tang,1,454,4,1.61
36,target,1,478,6,67.74
36,tavern,1,469,6,3.72
36,tea,1,387,3,86.19
36,technique,1,674,9,46.18
36,teens,1,550,5,3.67
36,theatre,1,418,7,59.06
36,theorem,1,732,7,3.66
36,thief,1,471,5,7.57
36,thigh,1,497,5,7.86
36,thorn,1,439,5,4.58
36,threat,1,498,6,56.56
36,thrush,1,550,6,2.93
36,tide,1,602,4,17.71
36,tier,1,596,4,3.9
36,tissue,1,631,6,20.54
36,tit,1,476,3,2.11
36,title,0,600,5,97.9
36,toad,1,462,4,3.05
36,toby,0,472,4,8.06
36,toffee,1,531,6,1.43
36,tomb,1,547,4,6.25
36,topaz,1,788,5,4.66
36,tor,1,666,3,2.23
36,torch,1,415,5,9.38
36,torrent,1,470,7,2.61
36,torso,1,511,5,2.31
36,tort,1,547,4,4.2
36,tortoise,1,556,8,1.78
36,town,1,356,4,183.06
36,trash,1,484,5,2.14
36,treason,1,511,7,3.54
36,tremor,1,551,6,2.14
36,tribe,1,450,5,7.38
36,tribune,1,704,7,3.4
36,trough,1,653,6,3.25
36,truce,1,670,5,4.35
36,truck,1,439,5,11.82
36,trunk,1,580,5,8.16
36,tsar,1,642,4,5.87
36,tumour,1,497,6,9.4
36,twinge,1,507,6,1.18
36,tyre,1,555,4,5.91
36,ulster,1,492,6,24.26
36,vampire,0,861,7,1.48
36,van,1,451,3,42.89
36,vase,1,548,4,4.97
36,vector,1,499,6,6.63
36,vein,0,403,4,7.53
36,velvet,1,461,6,9.13
36,venue,1,513,5,11.97
36,verb,1,425,4,8.97
36,verge,1,520,5,6.48
36,victim,1,441,6,39.37
36,villa,1,721,5,20.9
36,vine,1,474,4,4.08
36,vinyl,1,606,5,3.16
36,virtue,1,531,6,18.86
36,vista,1,493,5,1.56
36,vogue,1,501,5,4
36,vole,1,1044,4,1.29
36,vowel,1,497,5,4.01
36,wagon,1,475,5,5.99
36,wallet,1,529,6,5.99
36,wand,1,784,4,1.52
36,warden,1,487,6,7.65
36,warren,1,710,6,8.85
36,wasp,1,443,4,2.58
36,watt,0,598,4,6.55
36,weald,0,518,5,1.42
36,wealth,1,438,6,38.32
36,weapon,1,465,6,19.82
36,weasel,1,691,6,1.41
36,week,0,609,4,322.2
36,whim,0,486,4,2.49
36,wick,1,519,4,1.91
36,wife,1,440,4,171.06
36,wight,1,1206,5,4.14
36,window,1,536,6,105.88
36,woe,1,662,3,1.87
36,womb,1,530,4,3.92
36,wool,1,830,4,17.83
36,wren,0,462,4,2.19
36,writ,1,664,4,5.52
36,yang,1,638,4,2.01
36,yankee,1,595,6,1.2
36,yard,1,481,4,32.67
36,yew,1,660,3,2.69
36,zeal,0,442,4,3.35
36,zen,1,481,3,4.3
36,zinc,1,488,4,4.42
36,zoo,1,558,3,7.68
37,ace,1,557,3,19.24
37,acorn,1,514,5,2.38
37,ale,1,619,3,6.63
37,almond,1,820,6,3.3
37,amir,0,526,4,1.27
37,amp,1,649,3,6.79
37,angel,1,626,5,15.17
37,anna,1,904,4,27.87
37,ant,1,826,3,4.43
37,anthem,1,658,6,3.07
37,antics,1,591,6,2.46
37,apex,0,550,4,3.21
37,april,1,476,5,147.07
37,apron,1,598,5,4.95
37,apse,1,529,4,1.23
37,aria,0,486,4,1.59
37,ark,1,591,3,3.25
37,ash,1,1284,3,12.63
37,aspect,1,605,6,43.52
37,asset,1,514,5,20.46
37,asthma,1,622,6,6.53
37,athlete,1,661,7,3.66
37,atlas,1,896,5,2.59
37,aunt,1,500,4,30.68
37,aura,1,724,4,4.18
37,autumn,1,616,6,39.18
37,babe,1,430,4,2.01
37,bailiff,1,719,7,1.84
37,ballad,1,581,6,1.97
37,ballet,1,505,6,12.61
37,barn,1,495,4,13.33
37,baron,1,943,5,7.95
37,basalt,0,536,6,1.13
37,basin,1,1037,5,12.17
37,basis,1,505,5,144.49
37,basket,1,716,6,13.51
37,beak,1,540,4,2.92
37,bean,1,564,4,5.34
37,beck,1,619,4,6.08
37,bee,1,522,3,5.23
37,beer,1,1102,4,33.16
37,berry,0,449,5,4.71
37,beryl,0,491,5,3.32
37,beta,1,746,4,6.58
37,bird,1,464,4,39.55
37,biscuit,1,499,7,5.79
37,bishop,1,546,6,46.33
37,blah,0,567,4,4.39
37,bliss,1,520,5,3.9
37,boar,0,421,4,3.92
37,bog,1,562,3,3.58
37,boon,0,792,4,2.95
37,borough,1,627,7,19.15
37,bout,1,589,4,4.13
37,bracken,0,486,7,2.35
37,bran,1,657,4,1.77
37,bread,1,678,5,37.7
37,brick,1,534,5,18.61
37,briton,0,539,6,2.49
37,brooch,1,605,6,2.03
37,broom,1,561,5,3.32
37,broth,1,624,5,1.49
37,brothel,1,621,7,1.65
37,brow,1,675,4,7.86
37,brunt,1,552,5,2.21
37,bulb,1,484,4,4.5
37,bullet,1,669,6,7.17
37,bun,1,503,3,2.58
37,burton,1,809,6,8.18
37,cad,0,594,3,2.81
37,cadet,1,543,5,2.04
37,cairn,0,479,5,1.49
37,calf,1,739,4,6.48
37,cam,0,610,3,4.25
37,camel,1,553,5,4.19
37,campus,1,617,6,6.29
37,canal,1,591,5,21.63
37,candle,1,457,6,8.02
37,canon,1,540,5,9.91
37,canteen,1,628,7,5.64
37,canyon,1,675,6,2.54
37,cape,1,668,4,9.93
37,carcass,1,648,7,1.4
37,carton,1,1497,6,1.57
37,caste,0,694,5,2.54
37,cello,1,924,5,1.92
37,census,1,665,6,10.37
37,cereal,1,545,6,4.77
37,chalet,0,843,6,1.27
37,cheddar,1,561,7,1.47
37,cheese,1,660,6,25.89
37,chef,1,524,4,7
37,chess,1,545,5,7.03
37,child,1,580,5,243.97
37,chin,1,456,4,16.11
37,choir,1,786,5,10.12
37,chore,1,541,5,1.44
37,chrome,1,586,6,1.93
37,cigar,1,517,5,4.9
37,circus,1,614,6,7.6
37,clause,1,528,6,36.32
37,clay,1,802,4,15.99
37,col,0,593,3,3.65
37,college,1,529,7,102.39
37,comet,1,683,5,2.64
37,condom,1,534,6,2.54
37,conduit,0,521,7,1.73
37,consul,1,583,6,2.09
37,convent,1,489,7,5.51
37,copse,0,864,5,1.25
37,cordon,0,780,6,1.61
37,cortex,1,621,6,3.69
37,costume,1,516,7,6.73
37,cotton,1,537,6,24.4
37,coup,0,1229,4,16.97
37,coupon,1,521,6,5.81
37,cousin,1,585,6,18.09
37,cove,1,633,4,2.85
37,crag,0,648,4,4
37,creek,1,692,5,3.18
37,croft,0,548,5,2.54
37,crust,1,643,5,6.64
37,crux,0,495,4,2.23
37,crypt,0,450,5,3.54
37,crystal,1,472,7,21.11
37,culprit,1,633,7,1.97
37,cult,1,496,4,9.11
37,curfew,1,742,6,2.47
37,dad,1,474,3,73.2
37,debt,1,673,4,54.15
37,deceit,1,630,6,2.15
37,deed,1,677,4,6.63
37,delta,1,696,5,6.85
37,demon,1,431,5,3
37,den,1,671,3,4.86
37,depot,1,1550,5,6.93
37,desk,1,499,4,45.15
37,dessert,1,708,7,3.1
37,diesel,1,597,6,12.97
37,digit,1,554,5,2.04
37,disc,1,625,4,16.24
37,disco,1,499,5,7.62
37,dolphin,1,816,7,7.81
37,dome,1,627,4,6.52
37,door,1,493,4,253.65
37,dough,1,488,5,3.25
37,drama,1,537,5,35.58
37,drought,0,416,7,6.44
37,duff,1,564,4,2.28
37,duke,0,472,4,33.42
37,dune,0,676,4,1.72
37,dusk,1,580,4,6.18
37,duvet,1,513,5,2.69
37,earl,1,482,4,23.4
37,easel,0,514,5,1.77
37,easter,1,430,6,17.94
37,eel,1,508,3,1.91
37,effort,1,503,6,77.93
37,egg,1,618,3,25.16
37,elf,1,609,3,3.39
37,elite,1,767,5,13
37,emblem,1,1116,6,1.97
37,engine,1,539,6,50.12
37,epoch,0,476,5,1.8
37,era,1,556,3,22.32
37,ewe,1,627,3,1.32
37,ex,1,659,2,8.34
37,faeces,1,789,6,3.19
37,faith,1,478,5,52.8
37,falcon,0,468,6,2.79
37,famine,0,529,6,6.67
37,farce,0,431,5,3.19
37,fibre,1,481,5,15.34
37,fife,0,479,4,4.13
37,fig,1,645,3,16.46
37,filth,1,540,5,2.82
37,fin,1,681,3,3.1
37,finch,0,573,5,2.97
37,fir,0,640,3,2.51
37,firth,0,637,5,3.51
37,fist,1,513,4,9.83
37,flair,1,580,5,3.66
37,flask,1,574,5,3.07
37,flint,1,496,5,5.19
37,flue,0,555,4,1.69
37,flux,0,467,4,5
37,foetus,1,918,6,2.39
37,fondant,1,695,7,2.5
37,food,1,515,4,189.92
37,forest,1,476,6,72.37
37,format,1,644,6,22.85
37,fortune,1,547,7,21.26
37,franc,0,663,5,2.98
37,franklin,0,819,8,4.61
37,friar,1,630,5,4.06
37,friend,1,534,6,168.63
37,frock,1,570,5,2.34
37,gait,0,695,4,1.58
37,gal,0,501,3,1.44
37,gala,1,633,4,4.22
37,gale,0,882,4,4.59
37,gamma,1,855,5,3.83
37,gang,1,702,4,15.51
37,gap,1,617,3,34.42
37,garlic,1,512,6,8.02
37,gen,0,611,3,3.86
37,gene,1,716,4,22.4
37,genre,1,548,5,6.05
37,genus,0,633,5,3.71
37,ghetto,1,780,6,2.15
37,giant,1,525,5,27.78
37,gill,0,439,4,8.06
37,girl,1,532,4,157.62
37,gist,1,718,4,1.66
37,glass,1,542,5,98.56
37,glee,1,620,4,1.73
37,globe,1,515,5,6.84
37,gloom,1,581,5,9.76
37,glove,1,559,5,3.92
37,goblin,1,486,6,4.26
37,grid,1,616,4,11.39
37,griffin,1,540,7,3.09
37,grove,1,492,5,7.33
37,guise,0,513,5,3.97
37,guitar,1,486,6,27.05
37,gulf,1,697,4,33.42
37,gun,1,545,3,35.04
37,hall,1,523,4,121.47
37,hangar,0,457,6,2.25
37,hank,0,582,4,3.55
37,harp,1,675,4,2.81
37,haven,0,700,5,6.6
37,havoc,1,720,5,3.41
37,hay,1,580,3,11.32
37,heathen,0,804,7,1.2
37,height,1,530,6,37.81
37,heir,1,621,4,9.85
37,helmet,1,546,6,6.9
37,hero,1,611,4,22.99
37,hill,1,602,4,70.88
37,hockey,1,703,6,6.01
37,horde,0,455,5,1.65
37,horn,1,458,4,10.2
37,horror,1,606,6,21.26
37,hostel,1,507,6,5.37
37,hour,1,575,4,113.36
37,hydra,0,641,5,1.77
37,hygiene,1,587,7,7.79
37,id,1,518,2,4.21
37,incest,1,597,6,3.05
37,islam,1,574,5,6.87
37,isle,1,546,4,13.8
37,ivy,1,762,3,6.11
37,jade,1,541,4,4.1
37,jaguar,1,680,6,5.09
37,jargon,1,544,6,5.21
37,jay,1,447,3,9.4
37,jew,1,470,3,4.19
37,jihad,1,914,5,1.12
37,joy,1,575,3,29.56
37,junta,0,597,5,1.85
37,kernel,0,686,6,2.2
37,kestrel,0,772,7,1.44
37,kettle,1,559,6,9.25
37,kilo,1,786,4,1.53
37,kin,0,427,3,8.09
37,kit,1,580,3,18.5
37,kite,1,631,4,7.16
37,kiwi,1,775,4,1.98
37,la,1,630,2,47.54
37,laird,0,450,5,2.81
37,lake,1,557,4,39.66
37,lamp,1,519,4,13.58
37,lark,0,528,4,2.5
37,lattice,0,779,7,3.5
37,laurel,1,812,6,2.08
37,lava,1,629,4,4.64
37,lea,0,1055,3,10.1
37,ledge,1,658,5,3.81
37,leech,1,1077,5,1.88
37,legend,1,606,6,12.49
37,lens,1,558,4,6.72
37,leopard,1,740,7,2.39
37,lesson,1,530,6,22.78
37,lettuce,1,544,7,3.98
37,ley,0,471,3,1.98
37,lily,1,448,4,16.03
37,limb,1,601,4,6.5
37,linen,1,645,5,9.55
37,liquor,1,618,6,4.32
37,litre,1,630,5,5.09
37,lobe,1,678,4,1.65
37,loch,0,705,4,13.07
37,lotus,0,420,5,8.65
37,lough,0,803,5,2.51
37,louvre,0,428,6,2.04
37,lust,1,651,4,4.92
37,lustre,0,733,6,1.54
37,maggot,0,474,6,2.35
37,magma,1,730,5,1.89
37,maid,1,667,4,9.43
37,maize,0,781,5,3.3
37,mama,1,556,4,5.56
37,mammoth,1,576,7,2.09
37,mane,1,735,4,1.8
37,manor,1,547,5,19.12
37,maple,1,737,5,3.75
37,marble,1,707,6,13.75
37,marquee,1,942,7,2.2
37,martin,1,488,6,53.15
37,mattress,1,540,8,5.04
37,mead,0,670,4,2.75
37,medal,1,535,5,11.16
37,membrane,1,738,8,8.86
37,merchant,1,618,8,18.41
37,methyl,0,640,6,1.75
37,mini,1,465,4,8.07
37,moat,1,631,4,2.84
37,mode,1,707,4,27.35
37,mogul,0,506,5,1.57
37,monarch,1,738,7,7.63
37,monkey,1,517,6,5.81
37,month,1,524,5,150.11
37,moon,1,453,4,29.77
37,moth,1,514,4,2.8
37,motto,1,569,5,3.46
37,mound,1,738,5,4.87
37,mountain,1,611,8,39.61
37,mousse,0,1017,6,2.23
37,mule,1,702,4,1.88
37,murphy,0,692,6,9.6
37,muscle,1,583,6,17.83
37,music,1,571,5,150.19
37,mutton,1,680,6,2.01
37,myth,1,768,4,14.94
37,napkin,1,635,6,1.96
37,neighbour,1,518,9,17.76
37,nelson,0,1057,6,10.04
37,neon,1,583,4,2.54
37,news,1,653,4,145.58
37,niece,1,729,5,4.77
37,noise,1,954,5,46.56
37,norm,1,638,4,10.03
37,nozzle,1,521,6,1.81
37,nun,1,726,3,4.45
37,oak,1,607,3,16.35
37,oath,1,572,4,5.47
37,oboe,0,484,4,1.32
37,opus,0,444,4,1.16
37,orchard,1,491,7,5.24
37,orchid,1,766,6,2.1
37,ordnance,0,896,8,3.95
37,ore,0,877,3,4.82
37,organ,1,543,5,13.4
37,oscar,1,574,5,6.54
37,ostrich,1,615,7,1.37
37,ox,0,468,2,1.92
37,oxide,1,892,5,4.02
37,pact,0,696,4,10.7
37,paddock,1,998,7,2.46
37,padre,0,435,5,1.29
37,pageant,1,611,7,1.91
37,pamphlet,1,616,8,4.07
37,pane,1,870,4,1.34
37,pang,0,791,4,1.88
37,papa,1,704,4,4.86
37,parent,1,512,6,37.31
37,parish,1,555,6,39.42
37,parkin,0,1074,6,2.23
37,parsley,1,555,7,3.83
37,parson,0,500,6,2.51
37,party,1,475,5,403.06
37,pastel,1,628,6,3.36
37,pastry,1,578,6,5.04
37,path,1,469,4,62.51
37,peace,1,507,5,88.8
37,pellet,0,676,6,2.26
37,penguin,1,971,7,4.74
37,perry,0,989,5,5.33
37,person,1,873,6,249.82
37,phoenix,1,675,7,5.61
37,pi,0,773,2,6.15
37,pint,1,551,4,12.35
37,pippin,1,746,6,1.38
37,pistol,1,765,6,6.09
37,platform,1,564,8,25.65
37,plea,1,866,4,11.58
37,plinth,1,537,6,1.54
37,plum,1,532,4,2.87
37,poem,1,599,4,24.64
37,pollen,1,669,6,3.34
37,pond,1,499,4,17.27
37,poplar,0,594,6,1.24
37,poppy,1,507,5,2.67
37,porch,1,539,5,5.49
37,pork,1,510,4,5.86
37,porridge,1,573,8,2.91
37,portrait,1,640,8,17.37
37,pride,1,550,5,29.24
37,priest,1,868,6,21.22
37,prince,1,494,6,59.37
37,protein,1,688,7,28.45
37,prowess,0,453,7,2.83
37,psalm,0,535,5,2.27
37,pub,1,507,3,38.21
37,pulpit,1,570,6,2.75
37,pupil,1,553,5,23.21
37,quirk,1,645,5,1.35
37,radar,1,596,5,6.77
37,ranch,1,668,5,1.36
37,realm,1,648,5,10.53
37,reed,0,436,4,9.54
37,rep,1,578,3,2.48
37,reptile,1,586,7,1.2
37,requiem,0,741,7,1.62
37,rhythm,1,608,6,15.23
37,rind,0,474,4,2.2
37,rite,0,835,4,2.85
37,robot,1,661,5,4.5
37,role,1,558,4,182.2
37,rouble,0,678,6,1.96
37,routine,1,552,7,32.16
37,rump,1,751,4,3.1
37,rye,0,400,3,4.73
37,saffron,1,960,7,1.84
37,salad,1,427,5,11.43
37,salon,1,520,5,7.1
37,science,1,478,7,105.97
37,scope,1,857,5,34.38
37,scot,0,555,4,4.81
37,script,1,491,6,12.39
37,scroll,1,564,6,2.14
37,scrum,1,517,5,3.34
37,scum,1,576,4,5.78
37,sect,0,595,4,2.55
37,sector,0,445,6,87.2
37,semen,1,559,5,1.63
37,senate,1,632,6,13.06
37,serpent,1,571,7,2.49
37,settee,1,843,6,3.32
37,shale,0,528,5,1.69
37,shallot,1,757,7,1.63
37,shark,1,490,5,3.19
37,shawl,1,649,5,2.46
37,sheath,0,481,6,1.67
37,shilling,0,544,8,3.84
37,shrapnel,0,547,8,1.59
37,shrub,1,628,5,2.61
37,si,1,1666,2,5.98
37,sickle,1,529,6,1.65
37,siege,0,474,5,8.53
37,sikh,1,1338,4,1.94
37,silk,1,497,4,22.63
37,sill,1,827,4,2.43
37,sine,0,812,4,1.88
37,slab,1,464,4,4.63
37,slag,1,569,4,1.88
37,slime,1,491,5,1.52
37,sludge,0,546,6,2.12
37,snail,1,473,5,2.94
37,soccer,1,559,6,13.24
37,soda,1,621,4,3.66
37,soul,1,540,4,30.26
37,sparrow,1,614,7,1.91
37,spasm,1,618,5,1.91
37,spate,0,1158,5,3.31
37,speech,1,606,6,78.32
37,sphincter,0,790,9,3.46
37,spider,1,489,6,6.71
37,spinach,1,710,7,1.99
37,spree,1,680,5,1.89
37,squirrel,1,782,8,2.37
37,stair,1,633,5,3.69
37,statue,1,601,6,9.32
37,stature,0,1006,7,4.07
37,statute,0,592,7,15.57
37,stead,1,862,5,2.9
37,stein,1,980,5,3.1
37,strife,1,659,6,2.92
37,sulphur,1,576,7,8.33
37,sultan,1,675,6,4.62
37,sum,1,676,3,44.09
37,surgeon,1,564,7,10.52
37,sword,1,818,5,14.77
37,symbol,1,600,6,17.93
37,symptom,1,548,7,5.7
37,syntax,1,636,6,5.82
37,tale,1,573,4,20.99
37,tank,1,581,4,33.24
37,tariff,1,649,6,6.69
37,team,1,501,4,189.22
37,tech,1,576,4,3
37,temple,1,596,6,21.08
37,tempo,1,506,5,3.49
37,tendon,1,582,6,1.65
37,tennis,0,388,6,28.67
37,tent,1,538,4,11.61
37,terrain,1,699,7,6.2
37,terror,1,717,6,15.12
37,terry,1,496,5,25.45
37,text,1,485,4,76.65
37,theft,1,541,5,17.27
37,theme,1,529,5,38.57
37,thistle,0,814,7,2.53
37,thrift,0,713,6,1.85
37,throat,1,517,6,32.29
37,throne,1,658,6,12.19
37,thyme,1,723,5,1.65
37,titan,0,758,5,1.18
37,tod,0,501,3,3.51
37,toilet,1,544,6,15.78
37,tongue,1,570,6,24.66
37,tooth,1,594,5,6.49
37,torque,0,779,6,6.04
37,tot,0,538,3,1.84
37,totem,0,448,5,1.38
37,toy,1,593,3,9.77
37,tract,1,519,5,5.6
37,trait,1,731,5,3
37,tram,1,628,4,4.25
37,trance,1,625,6,2.08
37,trauma,1,894,6,5.23
37,tray,1,550,4,14.39
37,tribute,1,530,7,15.18
37,trifle,1,684,6,2.97
37,trio,1,522,4,7.42
37,tub,1,663,3,3.1
37,tungsten,0,762,8,1.15
37,tunic,1,623,5,2.79
37,turmoil,1,856,7,5.48
37,tweed,1,910,5,7.5
37,tycoon,1,665,6,2.03
37,uncle,1,431,5,35.43
37,urine,1,597,5,8.06
37,vaccine,0,423,7,3.81
37,vale,0,580,4,7.09
37,valve,1,634,5,7.49
37,vassal,0,503,6,1.17
37,vat,1,675,3,23.82
37,veal,1,603,4,1.47
37,vehicle,1,615,7,42.23
37,venom,1,664,5,2.56
37,verdict,1,742,7,14.24
37,verse,1,625,5,14.4
37,vessel,1,948,6,14.1
37,vial,0,555,4,1.59
37,vigil,0,2607,5,2.14
37,viking,0,458,6,4.78
37,village,1,713,7,113.4
37,villain,1,564,7,3.15
37,volume,1,544,6,53.62
37,vortex,1,629,6,1.73
37,waist,1,468,5,14.2
37,ward,1,931,4,35.47
37,weir,0,784,4,5.33
37,wharf,1,709,5,3.4
37,wheat,1,693,5,9.79
37,whore,1,655,5,2.9
37,widow,1,534,5,15.76
37,willow,1,779,6,3.51
37,witch,1,522,5,6.16
37,woman,1,583,5,232.13
37,wrath,1,713,5,3.66
37,wreath,1,728,6,1.82
37,wright,1,506,6,19.72
37,wrist,1,421,5,10.56
37,yeast,1,626,5,3.89
37,yoga,1,553,4,2.18
37,yoghurt,1,540,7,2.93
37,youth,1,647,5,54.15
37,zenith,0,566,6,2.31
37,zero,1,662,4,22.86
37,zest,0,514,4,1.86
41,ace,1,455,3,19.24
41,acorn,1,764,5,2.38
41,ale,1,575,3,6.63
41,almond,1,591,6,3.3
41,amir,0,425,4,1.27
41,amp,1,622,3,6.79
41,angel,1,429,5,15.17
41,anna,0,631,4,27.87
41,ant,1,504,3,4.43
41,anthem,1,510,6,3.07
41,antics,1,597,6,2.46
41,apex,0,595,4,3.21
41,april,1,494,5,147.07
41,apron,1,474,5,4.95
41,apse,0,584,4,1.23
41,aria,0,420,4,1.59
41,ark,1,611,3,3.25
41,ash,1,610,3,12.63
41,aspect,1,584,6,43.52
41,asset,1,406,5,20.46
41,asthma,1,537,6,6.53
41,athlete,1,726,7,3.66
41,atlas,1,574,5,2.59
41,aunt,1,474,4,30.68
41,aura,0,503,4,4.18
41,autumn,1,563,6,39.18
41,babe,1,579,4,2.01
41,bailiff,1,747,7,1.84
41,ballad,1,588,6,1.97
41,ballet,1,457,6,12.61
41,barn,1,468,4,13.33
41,baron,1,531,5,7.95
41,basalt,0,472,6,1.13
41,basin,1,1627,5,12.17
41,basis,1,507,5,144.49
41,basket,1,515,6,13.51
41,beak,1,964,4,2.92
41,bean,1,617,4,5.34
41,beck,0,913,4,6.08
41,bee,1,431,3,5.23
41,beer,1,444,4,33.16
41,berry,1,794,5,4.71
41,beryl,0,1165,5,3.32
41,beta,1,2053,4,6.58
41,bird,1,476,4,39.55
41,biscuit,1,467,7,5.79
41,bishop,1,598,6,46.33
41,blah,0,668,4,4.39
41,bliss,1,609,5,3.9
41,boar,1,509,4,3.92
41,bog,1,526,3,3.58
41,boon,0,551,4,2.95
41,borough,1,754,7,19.15
41,bout,1,1227,4,4.13
41,bracken,1,1061,7,2.35
41,bran,0,1747,4,1.77
41,bread,1,499,5,37.7
41,brick,1,448,5,18.61
41,briton,1,1057,6,2.49
41,brooch,1,443,6,2.03
41,broom,1,563,5,3.32
41,broth,1,1200,5,1.49
41,brothel,1,579,7,1.65
41,brow,1,721,4,7.86
41,brunt,0,959,5,2.21
41,bulb,1,490,4,4.5
41,bullet,1,459,6,7.17
41,bun,1,476,3,2.58
41,burton,0,759,6,8.18
41,cad,0,502,3,2.81
41,cadet,1,861,5,2.04
41,cairn,0,452,5,1.49
41,calf,1,540,4,6.48
41,cam,0,1046,3,4.25
41,camel,1,685,5,4.19
41,campus,1,986,6,6.29
41,canal,1,623,5,21.63
41,candle,1,477,6,8.02
41,canon,1,501,5,9.91
41,canteen,1,992,7,5.64
41,canyon,1,474,6,2.54
41,cape,1,602,4,9.93
41,carcass,0,490,7,1.4
41,carton,1,498,6,1.57
41,caste,0,590,5,2.54
41,cello,1,637,5,1.92
41,census,1,757,6,10.37
41,cereal,1,529,6,4.77
41,chalet,1,659,6,1.27
41,cheddar,1,643,7,1.47
41,cheese,1,453,6,25.89
41,chef,1,481,4,7
41,chess,1,478,5,7.03
41,child,1,410,5,243.97
41,chin,1,529,4,16.11
41,choir,1,467,5,10.12
41,chore,1,709,5,1.44
41,chrome,1,501,6,1.93
41,cigar,1,501,5,4.9
41,circus,1,513,6,7.6
41,clause,1,1203,6,36.32
